Code,Name,Type,Disp,RecType,CompanyCode,EnerSource,OperStartdate,State
3MGV,AGPE VELEZ OSORIO E HIJOS S EN C CABANA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-06-27,OPERACION
3MGX,AGPE CLINICA OFTALMALOGICA DE SUCRE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-06-27,OPERACION
3MGZ,AGPE RAFAEL EDUARDO NARANJO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-06-27,OPERACION
3MHB,MINIGRANJA LA PAZ VALLENATA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2024-08-13,OPERACION
3MHD,AGPE GERARDO ORTIZ HUERGO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-06-27,OPERACION
3MHF,AGPE CAROL CHICA CASTILLA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-06-27,OPERACION
3MHH,AGPE HOTEL ONOMA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-06-27,OPERACION
3MS2,CELSIA SOLAR PUERTO TEJADA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPSG,RAD SOLAR,2026-02-18,OPERACION
3MS5,AGPE SUBASTAR SAMPUES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-01,OPERACION
3MTV,AGPE AGROPECUARIA TABAIDA SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-04,OPERACION
3MTX,AGPE ROSIRIS MARGARITA AYAZO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-04,OPERACION
3MTZ,AGPE LOLA DEL SOCORRO SANCHEZ MEJIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-04,OPERACION
3MU2,AGPE EIDER JULIO HOYOS MENDOZA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-04,OPERACION
3MU8,AGPE HACIENDA GARZONERO SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2024-07-04,OPERACION
3MUA,AGPE GRICOAT COLOMBIA I,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-07-04,OPERACION
3MUC,AGPE TSM PROJECT,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-07-04,OPERACION
3MVS,AGPE RUBEN ALEJANDRO GIRALDO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-11,OPERACION
3MVU,AGPE COLEGIO JEFFERSON,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2024-07-11,OPERACION
3MVW,AGPE REG MARKETING,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-07-11,OPERACION
3MVY,AGPE FEDERICA ECHEVERRY,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-07-11,OPERACION
3MW1,AGPE COMERCIALIZADORA EL SUR LIMITADA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-11,OPERACION
3MW3,AGPE JUAN DIEGO LOPEZ HOYOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-07-11,OPERACION
3MW5,AGPE IMAGENES DIAGNOSTICAS CERETE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-11,OPERACION
3MW7,AGPE CASA BRITANICA SAS SEDE TRONCAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-11,OPERACION
3MXG,AGPE FELIX TORRES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-07-18,OPERACION
3MXI,AGPE FARMATODO LIMONAR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-07-18,OPERACION
3MXK,AGPE PLEX CORPORATIVO PROPIEDAD HORIZONTAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-07-18,OPERACION
3MXM,AGPE BANCO BOGOTA SAN NICOLAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-07-18,OPERACION
3MXO,AGPE HUGO ALEJANDRO HERRERA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-18,OPERACION
3MXQ,AGPE CLINIDOTACIONES SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-18,OPERACION
3MXS,AGPE LA CASA DEL DEPORTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-18,OPERACION
3MXU,AGPE ERAZO MARTINEZ ASOCIADOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-18,OPERACION
3MXW,AGPE VINALE S EN C,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-18,OPERACION
3MXY,AGPE ANDRES RODRIGO JARAMILLO DURANGO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-18,OPERACION
3N5E,AGPE SUB LIBERTADOR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,CSSG,RAD SOLAR,2024-07-18,OPERACION
3N7Q,AGPE  ALIMENTOS NARINO MC SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-08-01,OPERACION
3N9V,AGPE IED FORMACION INTEGRAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2024-07-25,OPERACION
3N9X,AGPE IED INMACULADA CONCEPCION,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2024-07-31,OPERACION
3N9Z,AGPE LOS HORNITOS SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2024-06-30,OPERACION
3NA2,AGPE JUAN NEFTALI GOMEZ ARBELAEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-31,OPERACION
3NA4,AGPE ALQUIBER DARIO RIOS CARDONA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-31,OPERACION
3NA6,AGPE MONICA ANDREA PINEROS CORREA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-25,OPERACION
3NAB,AGPE MULTIA 104093,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-07-25,OPERACION
3NAD,AGPE MULTIA 104095,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-06-30,OPERACION
3NAG,AGPE ESTACION Y LUBRICANTES SAN ANTONIO GNV S,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-07-31,OPERACION
3NAI,AGPE COLEGIO CLARETIANO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-07-26,OPERACION
3NAS,AGPE PROAGR19,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-07-31,PRUEBAS
3NAU,AGPE EDS LA PAZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,TPLC,RAD SOLAR,2024-05-31,PRUEBAS
3NAW,AGPE JORGE ARMANDO SANCHEZ MEJIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2024-07-31,PRUEBAS
3NAY,AGPE GRUPO FIRENZE SAS LOC 1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-01,OPERACION
3NB1,AGPE VICTOR HUGO CORAL HOME LC 101,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-07-31,OPERACION
3NB3,AGPE AUTOTECNICA COLOMBIANA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPMC,RAD SOLAR,2024-08-01,OPERACION
3NB5,AGPE INVERSIONES SANTOS HR SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-01,OPERACION
3NB7,AGPE ASOCIACION DE MUNICIPIOS DEL SINU SABANA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-01,OPERACION
3NB9,AGPE HERNAN DARIO GONZALEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-08-01,OPERACION
3NBB,AGPE MARIA MERCES GARCIA BURGOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-05-31,PRUEBAS
3NBD,AGPE MELISSA ANDREA GUERRA LOPEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-07-31,PRUEBAS
3ND4,AGPE SPATARO NAPOLI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-08-01,OPERACION
3ND8,AGPE QUINTERO CUELLO SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-08-08,OPERACION
3NDA,AGPE GIMNASIO MODERNO SINU,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-08,OPERACION
3NDC,AGPE PARCELACION MONTECAPIRO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-08-08,OPERACION
3NDE,GD ERCO TOLDADO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,ERRG,RAD SOLAR,2024-09-19,OPERACION
3NDG,AGPE SERVITECA LA AMISTAD SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-08,OPERACION
3NFQ,AGPE PLANTA SARITA FARINE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-08-08,OPERACION
3NFS,AGPE INTEGRATIVA  AGROPECUARIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-08-08,OPERACION
3NFU,AGPE HOTEL VISUS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-08-08,OPERACION
3NFY,AGPE PRIMAX COLOMBIA SA III,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-08-15,OPERACION
3NG1,AGPE SERVITECA DICAR SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-15,OPERACION
3NG3,AGPE GESTAR SALUD DE COLOMBIA IPS SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-15,OPERACION
3NG5,AGPE ARA BARANOA CENTRO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-08-15,OPERACION
3NG7,AGPE CELINA DEL CARMEN CARRASCAL DE PATINO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-15,OPERACION
3NG9,AGPE LAURA DE JESUS VEGA HERNANDEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-15,OPERACION
3NGB,AGPE KAREN PATRICIA DUQUE DUQUE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-15,OPERACION
3NGD,AGPE GIMNASIO ALTAIR DE LA SABANA LIMITIDA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-15,OPERACION
3NGF,AGPE MAXILUJOS MTR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-15,OPERACION
3NGH,AGPE SGS CONSTRUCCIONES SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-15,OPERACION
3NGJ,GD CHIMBI,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-08-28,OPERACION
3NIW,AGPE HORNE JEDIDIAH HUNTINGTON,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2024-08-22,OPERACION
3NIY,AGPE LOS HORNITOS CR 44,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2024-08-22,OPERACION
3NJK,AGPE ZO103797,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-08-22,OPERACION
3NJM,AGPE ZO103795,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-08-22,OPERACION
3NJO,AGPE ZO103796,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-08-22,OPERACION
3NJQ,AGPE ZO103798,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-08-22,OPERACION
3NJS,AGPE VALEJA 85128,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-08-22,OPERACION
3NKE,AGPE BARU MOTORS MONTERIA SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-22,OPERACION
3NKG,AGPE JAIRO JOSE SALAZAR MACEA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-22,OPERACION
3NLB,AGPE SAN CARLOS II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENDC,RAD SOLAR,2024-08-22,OPERACION
3NLE,GD NAOS I,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2024-08-27,OPERACION
3NLG,ROVIRA,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,CTCG,RAD SOLAR,2025-02-14,PRUEBAS
3NLI,AGPE BANCO BOGOTA OFICINA PUERTO GAITAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-08-22,OPERACION
3NLK,AGPE GRANJA SAN PEDRO MALAMI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-08-22,OPERACION
3NLU,AGPE PET Y MECANIZADOS DEL VALLE SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2024-08-29,OPERACION
3NLW,AGPE GRUPO LITORAL SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-29,OPERACION
3NLX,AGPE DENTISANA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-08-29,OPERACION
3NLZ,SOLAR OLD T,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,GNCG,RAD SOLAR,2024-10-16,PRUEBAS
3NM2,AGPE HERMANAS CLARISAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-08-29,OPERACION
3NM4,AGPE DIGICOM TELECOMUNICACIONES EU,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-08-29,OPERACION
3NNZ,AUTOG TERMOCOROCITO 1,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,GSAG,GAS,2024-10-29,OPERACION
3NO2,AGPE RODOLFO SCHMULSON,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-08-29,OPERACION
3NO4,AGPE PARROQUIA NUESTRA SENORA DEL CARMEN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-08-29,OPERACION
3NOE,AGPE PERIAUTOS SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2024-09-01,OPERACION
3NOG,AGPE JUAN JOSE PATINO MUNOZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-01,OPERACION
3NP5,AGPE DORIS ALBA SANCHEZ ARANGO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-05,OPERACION
3NP7,AGPE UNIVERSIDAD TECNOLOGICA DE BOLIVAR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2024-09-05,OPERACION
3NP9,AGPE RAFAEL IGNACIO RUIZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-05,OPERACION
3NPB,AGPE FRIGOMETRO CARTAGENA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ISGC,RAD SOLAR,2024-09-05,OPERACION
3NQR,AGPE SANTAGUEDA CONFA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPMC,RAD SOLAR,2024-09-12,OPERACION
3NQT,AGPE ROCIO DEL PILAR MORALES CANO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-12,OPERACION
3NQV,AGPE ABISAI II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-09-12,OPERACION
3NQX,AGPE VEHICO 104189,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-09-12,OPERACION
3NQZ,AGPE SONALPLAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-09-12,OPERACION
3NR2,AGPE EDGAR DANIEL RUBIANO RIANO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-12,OPERACION
3NR4,MINIGRANJA EL MOLINO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2024-09-30,OPERACION
3NR6,AGPE GEORGES NOBLE SCHOOL SAS II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-12,OPERACION
3NR8,LA INGLESA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2024-09-16,OPERACION
3NU4,GD FINCA JM,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,GNYG,RAD SOLAR,2024-09-16,OPERACION
3NU8,AGPE ZAHIR SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-09-12,OPERACION
3NUA,AGPE ALMACEN SUPERMIO CALLE 40,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-09-12,OPERACION
3NUC,AGPE CARPE DIEM BARRIO ABAJO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-09-12,OPERACION
3NUE,AGPE SUPERMIO CALLE 60,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-09-12,OPERACION
3NUG,AGPE HEIDY ANGULO CASTANEDA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-09-12,OPERACION
3NUI,AGPE CALZADO JOVICAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-09-12,OPERACION
3NZ5,AGPE PENATEX CALI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-09-12,OPERACION
3NZ7,AGPE JOHN ANDERSON ERAZO AUX,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-09-19,OPERACION
3NZ9,AGPE LARRY JAVIER LOMBANA GARCES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-19,OPERACION
3NZB,AGPE HRODADERO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-09-19,OPERACION
3NZD,AGPE LAURA INES GOMEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-09-19,OPERACION
3NZF,AGPE INVERSIONES Y REPRESENTACIONES SERRANO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-09-19,OPERACION
3NZH,AGPE GRUPO EMPRESARIAL BAROCA SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-19,OPERACION
3NZJ,AGPE BPUBENZA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-09-19,OPERACION
3NZL,AGPE MEJICO LTDA PUERTO TEJADA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2024-09-19,OPERACION
3NZN,AGPE GRUPO EMPRESARIAL BAROCA SAS I,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-19,OPERACION
3NZP,AGPE HELKA TRAXLER DE MEDINA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-09-19,OPERACION
3NZR,AGPE MARTHA TRAXLER MEDINA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-09-19,OPERACION
3NZT,AGPE RAUL HUMBERTO ZEA MEDINA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-09-19,OPERACION
3P5J,AGPE CLASSIC JEANS SHOP SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-09-19,OPERACION
3PJW,AGPE JOSE LUIS PORTILLO BERROCAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-26,OPERACION
3PJY,AGPE NELSON LLANO LOPERA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-26,OPERACION
3PK1,AGPE NELSON SOTO DUQUE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-26,OPERACION
3PK3,AUTOG MILPA SAN CARLOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,ENDG,RAD SOLAR,2024-09-29,PRUEBAS
3PK5,AGPE ARKADIA OV,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-09-26,OPERACION
3PK7,AGPE ALBEIRO SERRANO PLATA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-09-26,OPERACION
3PK9,AGPE CENTRO DE REHABILITACION INTEGRAL CENDAL SAS SEDE I,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-09-26,OPERACION
3PKB,AGPE CENTRO DE REHABILITACION INTEGRAL CENDAL SAS SEDE II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-09-26,OPERACION
3PKD,AGPE MARCOS DANIEL PINEDA GARCIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-26,OPERACION
3PKF,AUTOG UNIMINAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,ENDG,RAD SOLAR,2024-09-29,PRUEBAS
3PKJ,AGPE ACRILAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-09-26,OPERACION
3PKL,AGPE HOTEL EL PASO MONTERIANO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-09-26,OPERACION
3PMM,AGPE JERONIMO MARTINS COLOMBIA SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EEPC,RAD SOLAR,2024-09-26,OPERACION
